Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Biber P., Borges J.G., Moshammer R., Barreiro S., Botequim B., Brodrechtová Y., Brukas V., Chirici G., Cordero-Debets R., Corrigan E., Eriksson L.O., Favero M., Galev E., Garcia-Gonzalo J., Hengeveld G., Kavaliauskas M., Marchetti M., Marques S., Mozgeris G., Navrátil R., Nieuwenhuis M., Orazio C., Paligorov I., Pettenella D., Sedmák R., Smreček R., Stanislovaitis A., Tomé M., Trubins R., Tuček J., Vizzarri M., Wallin I., Pretzsch H., Sallnäs O.","How sensitive are ecosystem services in European forest landscapes to silvicultural treatment?",2015,69,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930632697&doi=10.3390%2ff6051666&partnerID=40&md5=5d557535bcdc9e278711de7785226380","Seventh Framework Programme","Final"
"Francesca G., Brambilla M., Brutschy A., Trianni V., Birattari M.","AutoMoDe: A novel approach to the automatic design of control software for robot swarms",2014,68,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903144897&doi=10.1007%2fs11721-014-0092-4&partnerID=40&md5=f279a5a271414a0020364e51dbef0335","Center for Neuroscience Research

Seventh Framework Programme

European Resuscitation Council

European Research Council

European Science Foundation

Fédération Wallonie-Bruxelles

Seventh Framework Programme","Final"
"Broccatelli F., Cruciani G., Benet L.Z., Oprea T.I.","Bddcs class prediction for new molecular entities",2012,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858039726&doi=10.1021%2fmp2004302&partnerID=40&md5=138e33c9aba7060258541c80e72e2f3b","National Institute of Mental Health

National Cancer Institute

National Institute of General Medical Sciences","Final"
"Chen M., Li W., Fortino G., Hao Y., Hu L., Humar I.","A dynamic service migration mechanism in edge cognitive computing",2019,64,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065718754&doi=10.1145%2f3239565&partnerID=40&md5=4e2055589c06d1620622144d22ee4664","National Natural Science Foundation of China

Changjiang Scholar Program of Chinese Ministry of Education","Final"
"Bellotti F., Berta R., De Gloria A., Primavera L.","Adaptive experience engine for serious games",2009,64,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955666872&doi=10.1109%2fTCIAIG.2009.2035923&partnerID=40&md5=a938e799638e297b8e5d62fb0442abd8","Regione Liguria

European Commission","Final"
"Kern-Isberner G., Lukasiewicz T.","Combining probabilistic logic programming with the power of maximum entropy",2004,64,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942639704&doi=10.1016%2fj.artint.2004.04.003&partnerID=40&md5=1c96ecd62e534a0670ff4623c8bea454","European Commission

Deutsche Forschungsgemeinschaft

Austrian Science Fund","Final"
"Ciucci D., Dubois D.","A map of dependencies among three-valued logics",2013,61,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883453197&doi=10.1016%2fj.ins.2013.06.040&partnerID=40&md5=70f56bf5d299f4f59f605d4c7a79aaab","Seventh Framework Programme","Final"
"Bellazzi R., Larizza C., Magni P., Montani S., Stefanelli M.","Intelligent analysis of clinical time series: An application in the diabetes mellitus domain",2000,59,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0343952984&doi=10.1016%2fS0933-3657%2800%2900052-X&partnerID=40&md5=24b079e09d17079c0b3ba9d92cb6a1ee","European Commission","Final"
"Aricó P., Borghini G., Di Flumeri G., Sciaraffa N., Colosimo A., Babiloni F.","Passive BCI in operational environments: Insights, recent advances, and future trends",2017,58,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026303008&doi=10.1109%2fTBME.2017.2694856&partnerID=40&md5=4b6aa9f5151cc0a74fbf28807e1618e4","Horizon 2020 Framework Programme","Final"
"Mannini A., Genovese V., Sabatini A.M.","Online decoding of hidden markov models for gait event detection using foot-mounted gyroscopes",2014,58,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904307391&doi=10.1109%2fJBHI.2013.2293887&partnerID=40&md5=37bfffd2be6decb62853154203d7901a","European Commission","Final"
"Dagliati A., Marini S., Sacchi L., Cogni G., Teliti M., Tibollo V., De Cata P., Chiovato L., Bellazzi R.","Machine Learning Methods to Predict Diabetes Complications",2018,57,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042196404&doi=10.1177%2f1932296817706375&partnerID=40&md5=1bce5db4614d6e725285f2acf22a3f03","Seventh Framework Programme","Final"
"Pokorny C., Klobassa D.S., Pichler G., Erlbeck H., Real R.G.L., Kübler A., Lesenfants D., Habbal D., Noirhomme Q., Risetti M., Mattia D., Müller-Putz G.R.","The auditory P300-based single-switch brain-computer interface: Paradigm transition from healthy subjects to minimally conscious patients",2013,57,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886789140&doi=10.1016%2fj.artmed.2013.07.003&partnerID=40&md5=c06edf94c34a8a66da54228704386c94","Seventh Framework Programme","Final"
"Zhang H., Xiao X., Mercaldo F., Ni S., Martinelli F., Sangaiah A.K.","Classification of ransomware families with machine learning based on N-gram of opcodes",2019,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051027281&doi=10.1016%2fj.future.2018.07.052&partnerID=40&md5=5194ac3d48041f080be8ad51b19ee781","National Natural Science Foundation of China

Natural Science Foundation of Guangdong Province","Final"
"Tramontana G., Ichii K., Camps-Valls G., Tomelleri E., Papale D.","Uncertainty analysis of gross primary production upscaling using Random Forests, remote sensing and eddy covariance data",2015,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939552113&doi=10.1016%2fj.rse.2015.07.015&partnerID=40&md5=b0f3f0f4d2ae4c094d7e5bea86b77757","European Commission

Ministerio de Economía y Competitividad","Final"
"van Delden H., Stuczynski T., Ciaian P., Paracchini M.L., Hurkens J., Lopatka A., Shi Y.-E., Prieto O.G., Calvo S., van Vliet J., Vanhout R.","Integrated assessment of agricultural policies with dynamic land use change modelling",2010,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955674192&doi=10.1016%2fj.ecolmodel.2010.03.023&partnerID=40&md5=dea9160de7afb032d41ed6eefb05ab9f","European Commission","Final"
"Gao L., Song J., Liu X., Shao J., Liu J., Shao J.","Learning in high-dimensional multimedia data: the state of the art",2017,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944916374&doi=10.1007%2fs00530-015-0494-1&partnerID=40&md5=6a6a70aeca6b6a680c82c8989dc8dbeb","National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities","Final"
"Pilehvar M.T., Navigli R.","From senses to texts: An all-in-one graph-based approach for measuring semantic similarity",2015,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938117971&doi=10.1016%2fj.artint.2015.07.005&partnerID=40&md5=1cb791f9370e50da98c585355a00573b","European Research Council","Final"
"Arena P., Fortuna L., Frasca M., Patané L.","Learning anticipation via spiking networks: Application to navigation control",2009,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-60849104070&doi=10.1109%2fTNN.2008.2005134&partnerID=40&md5=4d8d36c403a277f095dbda9b401ae799","Seventh Framework Programme

European Commission","Final"
"Lanzola G., Gatti L., Falasconi S., Stefanelli M.","A framework for building cooperative software agents in medical applications",1999,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032976648&doi=10.1016%2fS0933-3657%2899%2900008-1&partnerID=40&md5=909bcfa0810e3e9bc2f99bfadb148131","European Commission

Consiglio Nazionale delle Ricerche","Final"
"Rosis F.d., Novielli N., Carofiglio V., Cavalluzzi A., De Carolis B.","User modeling and adaptation in health promotion dialogs with an animated character",2006,53,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748168229&doi=10.1016%2fj.jbi.2006.01.001&partnerID=40&md5=45101e647e521c726ae18346ed37658c","European Commission","Final"
"Stefanelli M.","The socio-organizational age of artificial intelligence in medicine",2001,53,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034913115&doi=10.1016%2fS0933-3657%2801%2900074-4&partnerID=40&md5=56f19ee35897eedd8358d104591b9493","European Commission","Final"
"Amor B.B., Drira H., Berretti S., Daoudi M., Srivastava A.","4-D facial expression recognition by learning geometric deformations",2014,52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911885985&doi=10.1109%2fTCYB.2014.2308091&partnerID=40&md5=98b702c9bde43473418165193f75d1a6","National Science Foundation","Final"
"Schreuder M., Riccio A., Risetti M., Dähne S., Ramsay A., Williamson J., Mattia D., Tangermann M.","User-centered design in brain-computer interfaces-A case study",2013,51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886784445&doi=10.1016%2fj.artmed.2013.07.005&partnerID=40&md5=1dcab6e9a52d8b12029befcb0e59be21","Seventh Framework Programme

Deutsche Forschungsgemeinschaft","Final"
"Gijsberts A., Metta G.","Real-time model learning using Incremental Sparse Spectrum Gaussian Process Regression",2013,51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875887187&doi=10.1016%2fj.neunet.2012.08.011&partnerID=40&md5=ac6ebc20c8bbb2a939ed78bacea9dd6c","Seventh Framework Programme

European Commission","Final"
"Akbar A., Khan A., Carrez F., Moessner K.","Predictive analytics for complex IoT data streams",2017,50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037048086&doi=10.1109%2fJIOT.2017.2712672&partnerID=40&md5=65298ee189306e6b7178cb32a5a0e3ec","Horizon 2020","Final"
"Caputi V., Garrido A.","Student-oriented planning of e-learning contents for Moodle",2015,50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928472094&doi=10.1016%2fj.jnca.2015.04.001&partnerID=40&md5=8f587f3c5c716837c22b05ac1baddd82","European Commission

Ministerio de Ciencia e Innovación

European Social Fund

Regione Calabria","Final"
"Tillo T., Grangetto M., Olmo G.","Multiple description image coding based on Lagrangian rate allocation",2007,47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947199242&doi=10.1109%2fTIP.2007.891152&partnerID=40&md5=07b6f24fda7fb8c4d15e38ecf8b0597a","European Commission","Final"
"Giunchiglia E., Kartha G.N., Lifschitz V.","Representing action: Indeterminacy and ramifications",1997,47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031220639&doi=10.1016%2fS0004-3702%2897%2900037-4&partnerID=40&md5=db1f1f2d460f55437b5b312c59a88ad5","National Science Foundation","Final"
"Vaglio Laurin G., Cheung-Wai Chan J., Chen Q., Lindsell J.A., Coomes D.A., Guerriero L., Del Frate F., Miglietta F., Valentini R.","Biodiversity mapping in a tropical West African forest with airborne hyperspectral data",2014,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903291828&doi=10.1371%2fjournal.pone.0097910&partnerID=40&md5=c0f6a59d0639453c12a0913c262ac1fe","Seventh Framework Programme","Final"
"Giancardo L., Sona D., Huang H., Sannino S., Managò F., Scheggia D., Papaleo F., Murino V.","Automatic Visual Tracking and Social Behaviour Analysis with Multiple Mice",2013,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884190541&doi=10.1371%2fjournal.pone.0074557&partnerID=40&md5=ba9564c366457fee392e637e078f1b51","Seventh Framework Programme","Final"
"Faundez-Zanuy M., Hussain A., Mekyska J., Sesa-Nogueras E., Monte-Moreno E., Esposito A., Chetouani M., Garre-Olmo J., Abel A., Smekal Z., Lopez-de-Ipiña K.","Biometric Applications Related to Human Beings: There Is Life beyond Security",2013,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874556693&doi=10.1007%2fs12559-012-9169-9&partnerID=40&md5=a2edee0bfd813934c0c8d58b41f956f7","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Li X., Wan J., Dai H.-N., Imran M., Xia M., Celesti A.","A Hybrid Computing Solution and Resource Scheduling Strategy for Edge Computing in Smart Manufacturing",2019,45,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063689140&doi=10.1109%2fTII.2019.2899679&partnerID=40&md5=b8dbca7ddaf2458b298348282b8d6ff9","National Natural Science Foundation of China

King Saud University

Natural Science Foundation of Guangdong Province

Guangzhou Science and Technology Program key projects

Deanship of Scientific Research, King Faisal University

Guangzhou Municipal Science and Technology Project

Deanship of Scientific Research, King Saud University

National Key Research and Development Program of China Stem Cell and Translational Research","Final"
"Guidotti R., Monreale A., Giannotti F., Pedreschi D., Ruggieri S., Turini F.","Factual and Counterfactual Explanations for Black Box Decision Making",2019,44,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076272618&doi=10.1109%2fMIS.2019.2957223&partnerID=40&md5=e2b958485d1510a355f1cff6dbf0efa2","Horizon 2020 Framework Programme

European Commission","Final"
"Nguyen T.A., Do M., Gerevini A.E., Serina I., Srivastava B., Kambhampati S.","Generating diverse plans to handle unknown and partially known user preferences",2012,44,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863479544&doi=10.1016%2fj.artint.2012.05.005&partnerID=40&md5=29ea32afb7b479328a711bd0f1670140","National Science Foundation

Office of Naval Research

Defense Advanced Research Projects Agency

International Business Machines Corporation

Science Foundation Arizona","Final"
"Eiter T., Lukasiewicz T.","Complexity results for structure-based causality",2002,44,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036837713&doi=10.1016%2fS0004-3702%2802%2900271-0&partnerID=40&md5=4c8aae516733ebb2a319045dd11c3c27","European Commission

Deutsche Forschungsgemeinschaft

Austrian Science Fund","Final"
"Hermanns H., Parma A., Segala R., Wachter B., Zhang L.","Probabilistic logical characterization",2011,43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650408032&doi=10.1016%2fj.ic.2010.11.024&partnerID=40&md5=e9d03bf0ddf4123c025fb40618d138c8","Seventh Framework Programme

Deutsche Forschungsgemeinschaft

Seventh Framework Programme","Final"
"Bettini C., Wang X.Sean, Jajodia S.","Solving multi-granularity temporal constraint networks",2002,43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036724190&doi=10.1016%2fS0004-3702%2802%2900223-0&partnerID=40&md5=305b71f9f2cbe7a78784dac8cfc41a18","National Science Foundation

Army Research Office","Final"
"Moschetti A., Fiorini L., Esposito D., Dario P., Cavallo F.","Recognition of daily gestures with wearable inertial rings and bracelets",2016,42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006760646&doi=10.3390%2fs16081341&partnerID=40&md5=beeac70994def13ef3b0b0f6d98ae378","Seventh Framework Programme","Final"
"Serpico S.B., Dellepiane S., Boni G., Moser G., Angiati E., Rudari R.","Information extraction from remote sensing images for flood monitoring and damage evaluation",2012,42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866550700&doi=10.1109%2fJPROC.2012.2198030&partnerID=40&md5=a8db2a107347289e5f8e6ce3dc68ddd3","Agenzia Spaziale Italiana

European Space Agency

European Commission

European Environment Agency

Agenzia Spaziale Italiana","Final"
"Alippi C., Boracchi G., Roveri M.","A just-in-time adaptive classification system based on the intersection of confidence intervals rule",2011,41,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051790497&doi=10.1016%2fj.neunet.2011.05.012&partnerID=40&md5=281b48d2c20707db54142234ec614d59","Seventh Framework Programme","Final"
"Wang D., Larder B., Revell A., Montaner J., Harrigan R., De Wolf F., Lange J., Wegner S., Ruiz L., Pérez-Elías M.J., Emery S., Gatell J., D'Arminio Monforte A., Torti C., Zazzi M., Lane C.","A comparison of three computational modelling methods for the prediction of virological response to combination HIV therapy",2009,41,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68249110722&doi=10.1016%2fj.artmed.2009.05.002&partnerID=40&md5=63b36270e9d7c53fbe3ebb03c3222bbd","National Institutes of Health

National Cancer Institute","Final"
"Tomei M.C., Bertanza G., Canato M., Heimersson S., Laera G., Svanström M.","Techno-economic and environmental assessment of upgrading alternatives for sludge stabilization in municipal wastewater treatment plants",2016,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958125202&doi=10.1016%2fj.jclepro.2015.10.017&partnerID=40&md5=6d219461b89ed576db3db523a6ac2570","European Commission","Final"
"Stebbing J., Krishnan V., de Bono S., Ottaviani S., Casalini G., Richardson P.J., Monteil V., Lauschke V.M., Mirazimi A., Youhanna S., Tan Y.-J., Baldanti F., Sarasini A., Terres J.A.R., Nickoloff B.J., Higgs R.E., Rocha G., Byers N.L., Schlichting D.E., Nirula A., Cardoso A., Corbellino M.","Mechanism of baricitinib supports artificial intelligence-predicted testing in COVID-19 patients",2020,39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087055385&doi=10.15252%2femmm.202012697&partnerID=40&md5=9be1daf4075a1b1b881374a2615301d4","Eli Lilly and Company

National Institute on Handicapped Research

American Alpine Club

Manchester Biomedical Research Centre

Engineering Research Centers

British Society for Antimicrobial Chemotherapy

European Research Council

Agricultural Adaptation Council

NIHR Imperial Biomedical Research Centre","Final"
