Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Salmeron J.L., Froelich W.","Dynamic optimization of fuzzy cognitive maps for time series forecasting",2016,67,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992304037&doi=10.1016%2fj.knosys.2016.04.023&partnerID=40&md5=f3f41216dbd05b677fd021bcf85c2cb9","Seventh Framework Programme","Final"
"Carrillo R.R., Ros E., Boucheny C., Coenen O.J.-M.D.","A real-time spiking cerebellum model for learning robot control",2008,67,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53749104345&doi=10.1016%2fj.biosystems.2008.05.008&partnerID=40&md5=6a50f99815c9dc5ec3cb146178370354","European Commission","Final"
"Blaschke C., Valencia A.","The frame-based module of the SUISEKI information extraction system",2002,67,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036522638&doi=10.1109%2f5254.999215&partnerID=40&md5=c605e317cecfdfdddd3d7b4e7247e09b","European Commission","Final"
"González-Vélez H., Mier M., Julià-Sapé M., Arvanitis T.N., García-Gómez J.M., Robles M., Lewis P.H., Dasmahapatra S., Dupplaw D., Peet A., Arús C., Celda B., Van Huffel S., Lluch-Ariet M.","HealthAgents: Distributed multi-agent brain tumor diagnosis and prognosis",2009,66,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749106529&doi=10.1007%2fs10489-007-0085-8&partnerID=40&md5=ec5111d2bd93fb68b68a51f7c0157b49","Medical Research Council

Sixth Framework Programme","Final"
"Zhan J., Alcantud J.C.R.","A survey of parameter reduction of soft sets and corresponding algorithms",2019,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033723978&doi=10.1007%2fs10462-017-9592-0&partnerID=40&md5=bddce1694c57630a1f44967c1d33f318","National Natural Science Foundation of China","Final"
"Dong Y., Li C.-C., Chiclana F., Herrera-Viedma E.","Average-case consistency measurement and analysis of interval-valued reciprocal preference relations",2016,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991234342&doi=10.1016%2fj.knosys.2016.10.005&partnerID=40&md5=dcadde675b41f9cc69b71696380e965e","National Natural Science Foundation of China

Sichuan University

European Regional Development Fund","Final"
"Paparo G.D., Dunjko V., Makmal A., Martin-Delgado M.A., Briegel H.J.","Quantum speedup for active learning agents",2014,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904537776&doi=10.1103%2fPhysRevX.4.031002&partnerID=40&md5=f519924082346850a35d3d84ed0e314d","Seventh Framework Programme","Final"
"Borrajo M.L., Baruque B., Corchado E., Bajo J., Corchado J.M.","Hybrid neural intelligent system to predict business failure in small-to-medium-size enterprises",2011,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961080200&doi=10.1142%2fS0129065711002833&partnerID=40&md5=7d92eb10a9f6c39154789389876b1fc3","Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"Emmi L., Gonzalez-De-Soto M., Pajares G., Gonzalez-De-Santos P.","New trends in robotics for agriculture: Integration and assessment of a real fleet of robots",2014,64,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899441301&doi=10.1155%2f2014%2f404059&partnerID=40&md5=286554afb8044d848ae6a00e09e2807f","Seventh Framework Programme","Final"
"Fernandez-Sanchez E.J., Diaz J., Ros E.","Background subtraction based on color and depth using active sensors",2013,64,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891463401&doi=10.3390%2fs130708895&partnerID=40&md5=d6ba560bb051cef90945f495cab981e3","Seventh Framework Programme","Final"
"Penate-Sanchez A., Andrade-Cetto J., Moreno-Noguer F.","Exhaustive linearization for robust camera pose and focal length estimation",2013,61,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883198236&doi=10.1109%2fTPAMI.2013.36&partnerID=40&md5=04ee7e05441e162726d73f7882b11ffe","Seventh Framework Programme","Final"
"Khosravani H.R., Castilla M.D.M., Berenguel M., Ruano A.E., Ferreira P.M.","A comparison of energy consumption prediction models based on neural networks of a bioclimatic building",2016,59,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956665708&doi=10.3390%2fen9010057&partnerID=40&md5=b2f6e56956eead190c0b13cbfd818b32","Seventh Framework Programme","Final"
"Friedewald M., Vildjiounaite E., Punie Y., Wright D.","Privacy, identity and security in ambient intelligence: A scenario analysis",2007,59,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748920320&doi=10.1016%2fj.tele.2005.12.005&partnerID=40&md5=ee30eca770ed4fbf59e53df16d348f8d","European Commission","Final"
"Kask K., Dechter R., Larrosa J., Dechter A.","Unifying tree decompositions for reasoning in graphical models",2005,59,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21444441210&doi=10.1016%2fj.artint.2005.04.004&partnerID=40&md5=4c4a37428e6489f893deebd2cfed6136","National Science Foundation","Final"
"Arribas J.I., Calhoun V.D., Adali T.","Automatic bayesian classification of healthy controls, bipolar disorder, and schizophrenia using intrinsic connectivity maps from fMRI data",2010,58,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649311169&doi=10.1109%2fTBME.2010.2080679&partnerID=40&md5=0a511e08828f73b4dbea4a11a0b281e5","National Science Foundation

National Institutes of Health

National Institute of Biomedical Imaging and Bioengineering

Comisión Interministerial de Ciencia y Tecnología

Universidad de Valladolid","Final"
"Linares-Barranco A., Jimenez-Moreno G., Linares-Barranco B., Civit-Balcells A.","On algorithmic rate-coded AER generation",2006,57,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646532624&doi=10.1109%2fTNN.2006.872253&partnerID=40&md5=e772a4efe8d61d8e3a52088bd1b38a09","National Science Foundation

European Commission","Final"
"Tramontana G., Ichii K., Camps-Valls G., Tomelleri E., Papale D.","Uncertainty analysis of gross primary production upscaling using Random Forests, remote sensing and eddy covariance data",2015,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939552113&doi=10.1016%2fj.rse.2015.07.015&partnerID=40&md5=b0f3f0f4d2ae4c094d7e5bea86b77757","European Commission

Ministerio de Economía y Competitividad","Final"
"Alvarez M.A., Luengo D., Lawrence N.D.","Linear latent force models using gaussian processes",2013,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884557157&doi=10.1109%2fTPAMI.2013.86&partnerID=40&md5=40c34486cfc5055522b4dc16639e311d","National Science Foundation

Seventh Framework Programme","Final"
"Couso I., Garrido L., Sánchez L.","Similarity and dissimilarity measures between fuzzy sets: A formal relational study",2013,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873316398&doi=10.1016%2fj.ins.2012.11.012&partnerID=40&md5=455a491efe86833fa06670b3dc88b191","Ministerio de Educación, Cultura y Deporte

European Regional Development Fund","Final"
"van Delden H., Stuczynski T., Ciaian P., Paracchini M.L., Hurkens J., Lopatka A., Shi Y.-E., Prieto O.G., Calvo S., van Vliet J., Vanhout R.","Integrated assessment of agricultural policies with dynamic land use change modelling",2010,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955674192&doi=10.1016%2fj.ecolmodel.2010.03.023&partnerID=40&md5=dea9160de7afb032d41ed6eefb05ab9f","European Commission","Final"
"Paternain D., Fernandez J., Bustince H., Mesiar R., Beliakov G.","Construction of image reduction operators using averaging aggregation functions",2015,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922236397&doi=10.1016%2fj.fss.2014.03.008&partnerID=40&md5=16f017e8551e2a2622b23b455820df7b","European Regional Development Fund","Final"
"Castro E., Martínez-Ramón M., Pearlson G., Sui J., Calhoun V.D.","Characterization of groups using composite kernels and multi-source fMRI analysis data: Application to schizophrenia",2011,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051781186&doi=10.1016%2fj.neuroimage.2011.06.044&partnerID=40&md5=ad2fd9eafa9db889bf0a2c5db70899ef","National Institutes of Health

National Institute of Biomedical Imaging and Bioengineering","Final"
"Prado-Prado F., García-Mera X., Abeijón P., Alonso N., Caamaño O., Yáñez M., Gárate T., Mezo M., González-Warleta M., Muiño L., Ubeira F.M., González-Díaz H.","Using entropy of drug and protein graphs to predict FDA drug-target network: Theoretic-experimental study of MAO inhibitors and hemoglobin peptides from Fasciola hepatica",2011,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952282850&doi=10.1016%2fj.ejmech.2011.01.023&partnerID=40&md5=c6d29b59a53bc16c358ff6a287b2e8cf","Ministerio de Ciencia e Innovación

European Regional Development Fund

Xunta de Galicia","Final"
"Gutiérrez P.A., Hervás-Martínez C., Martínez-Estudillo F.J.","Logistic regression by means of evolutionary radial basis function neural networks",2011,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951675527&doi=10.1109%2fTNN.2010.2093537&partnerID=40&md5=4cb64a28cab98a762405dcc9aa6d2a89","European Regional Development Fund

Junta de Andalucía","Final"
"Molina J.-L., Pulido-Velázquez D., García-Aróstegui J.L., Pulido-Velázquez M.","Dynamic Bayesian Networks as a Decision Support tool for assessing Climate Change impacts on highly stressed groundwater systems",2013,54,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872272963&doi=10.1016%2fj.jhydrol.2012.11.038&partnerID=40&md5=bc23dd5bf53cf5ef711370d01731a290","Seventh Framework Programme

Ministerio de Ciencia e Innovación","Final"
"Triay J., Cervelló-Pastor C.","An ant-based algorithm for distributed routing and wavelength assignment in dynamic optical networks",2010,54,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449303950&doi=10.1109%2fJSAC.2010.100504&partnerID=40&md5=8d4a0ce18ff90f56275f2fc60bee1fd0","Generalitat de Catalunya

European Social Fund

European Regional Development Fund","Final"
"Cabrerizo F.J., Morente-Molinera J.A., Pérez I.J., López-Gijón J., Herrera-Viedma E.","A decision support system to develop a quality management in academic digital libraries",2015,53,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940926173&doi=10.1016%2fj.ins.2015.06.022&partnerID=40&md5=aee65f8b5db804ce49981734ddbacc5d","European Regional Development Fund","Final"
"Jiménez T., Aguado J.C., De Miguel I., Durán R.J., Angelou M., Merayo N., Fernández P., Lorenzo R.M., Tomkos I., Abril E.J.","A cognitive quality of transmission estimator for core optical networks",2013,52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873278955&doi=10.1109%2fJLT.2013.2240257&partnerID=40&md5=5675125c08dc6c3d2bc9350b0d073a8e","Seventh Framework Programme","Final"
"Bessière C., Meseguer P., Freuder E.C., Larrosa J.","On forward checking for non-binary constraint satisfaction",2002,52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036784225&doi=10.1016%2fS0004-3702%2802%2900263-1&partnerID=40&md5=acdcb238e9cf62b140393fe58664a177","National Science Foundation

Science Foundation Ireland

Generalitat de Catalunya

Comisión Interministerial de Ciencia y Tecnología","Final"
"Cables E., Lamata M.T., Verdegay J.L.","RIM-reference ideal method in multicriteria decision making",2016,51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959331326&doi=10.1016%2fj.ins.2015.12.011&partnerID=40&md5=0026d978329049991503df5c78a92efc","European Regional Development Fund","Final"
"Soriano M.C., Ortín S., Keuninckx L., Appeltant L., Danckaert J., Pesquera L., Van Der Sande G.","Delay-based reservoir computing: Noise effects in a combined analog and digital implementation",2015,51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921488824&doi=10.1109%2fTNNLS.2014.2311855&partnerID=40&md5=d13ca7b5082a63fb9c8ed0a12a47886e","Seventh Framework Programme","Final"
"Porto-Pazos A.B., Veiguela N., Mesejo P., Navarrete M., Alvarellos A., Ibáñez O., Pazos A., Araque A.","Artificial astrocytes improve neural network performance",2011,51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955445385&doi=10.1371%2fjournal.pone.0019109&partnerID=40&md5=0001e1375f965ebce1c03e6cd9bebe4c","Seventh Framework Programme","Final"
"Segura-Bedmar I., Martínez P., de Pablo-Sánchez C.","A linguistic rule-based approach to extract drug-drug interactions from pharmacological documents",2011,51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953109654&doi=10.1186%2f1471-2105-12-S1-S1&partnerID=40&md5=9d2a90e1589b41f8bd88859d35676dc4","National Science Foundation","Final"
"Caputi V., Garrido A.","Student-oriented planning of e-learning contents for Moodle",2015,50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928472094&doi=10.1016%2fj.jnca.2015.04.001&partnerID=40&md5=8f587f3c5c716837c22b05ac1baddd82","European Commission

Ministerio de Ciencia e Innovación

European Social Fund

Regione Calabria","Final"
"Garrido-Baserba M., Hospido A., Reif R., Molinos-Senante M., Comas J., Poch M.","Including the environmental criteria when selecting a wastewater treatment plant",2014,50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901499246&doi=10.1016%2fj.envsoft.2013.11.008&partnerID=40&md5=bfc4ce2c19fc5dfc2ba8a0b7aa8b03f4","European Commission

Ministerio de Educación, Cultura y Deporte

Ministerio de Economía y Competitividad

Generalitat Valenciana

European Regional Development Fund

Xunta de Galicia","Final"
"Stein A., Aloy P.","Novel peptide-mediated interactions derived from high- resolution 3-dimensional structures",2010,50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955476975&doi=10.1371%2fjournal.pcbi.1000789&partnerID=40&md5=1860b636236251dc38ee6172e3cbf202","Seventh Framework Programme","Final"
"Lacave C., Luque M., Díez F.J.","Explanation of Bayesian networks and influence diagrams in Elvira",2007,50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547132557&doi=10.1109%2fTSMCB.2007.896018&partnerID=40&md5=a81b678dc8c400f2ef198395c0f0fde5","Comunidad de Madrid

European Social Fund

Comisión Interministerial de Ciencia y Tecnología","Final"
"Gallardo J.E., Cotta C., Fernández A.J.","On the hybridization of memetic algorithms with branch-and-bound techniques",2007,47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847679037&doi=10.1109%2fTSMCB.2006.883266&partnerID=40&md5=6b783d80886f54456aec9eb86bba50c6","European Regional Development Fund","Final"
"Castro E., Gómez-Verdejo V., Martínez-Ramón M., Kiehl K.A., Calhoun V.D.","A multiple kernel learning approach to perform classification of groups from complex-valued fMRI data analysis: Application to schizophrenia",2014,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890888665&doi=10.1016%2fj.neuroimage.2013.10.065&partnerID=40&md5=613bc5089f4d4913fa6e1bcb6a9604f4","National Institute of Biomedical Imaging and Bioengineering

National Center for Research Resources","Final"
"Heras D.B., Argüello F., Quesada-Barriuso P.","Exploring ELM-based spatial-spectral classification of hyperspectral images",2014,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893022868&doi=10.1080%2f01431161.2013.869633&partnerID=40&md5=4d8e1f8bff25f0c9702e65112d36c2d4","European Commission

Ministerio de Ciencia e Innovación

European Regional Development Fund

Xunta de Galicia","Final"
"Faundez-Zanuy M., Hussain A., Mekyska J., Sesa-Nogueras E., Monte-Moreno E., Esposito A., Chetouani M., Garre-Olmo J., Abel A., Smekal Z., Lopez-de-Ipiña K.","Biometric Applications Related to Human Beings: There Is Life beyond Security",2013,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874556693&doi=10.1007%2fs12559-012-9169-9&partnerID=40&md5=a2edee0bfd813934c0c8d58b41f956f7","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Perry A.M., Cardesa-Salzmann T.M., Meyer P.N., Colomo L., Smith L.M., Fu K., Greiner T.C., Delabie J., Gascoyne R.D., Rimsza L., Jaffe E.S., Ott G., Rosenwald A., Braziel R.M., Tubbs R., Cook J.R., Staudt L.M., Connors J.M., Sehn L.H., Vose J.M., Loṕez-Guillermo A., Campo E., Chan W.C., Weisenburger D.D.","A new biologic prognostic model based on immunohistochemistry predicts survival in patients with diffuse large B-cell lymphoma",2012,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866318188&doi=10.1182%2fblood-2012-05-430389&partnerID=40&md5=6d947f6a8be75fe4a5dfe5ca18d72eac","National Cancer Institute","Final"
